Name	Total
Aitor Puñal Rodríguez	135
Moritz Oswald	130
Ettson Ayón	129
Manuel Ferrel	127
Matheus Bueno Batista	134
Maximilian Neutgens	127
Moritz Wels	128
Alfonso Simarra	130
Abdullah Laidani	116
Elias Jelert	134
Thomas Schirò	122
Norbert Haymamba	121
Maksim Osipenko	148
Lucas Kirnon	116
Alexey Sutormin	144
Sidi Cissé	124
Román Bravo	136
Marcos Benítez	129
Tomás Jacob	140
Marco Campagnaro	131
Ertuğrul Çetin	126
Jesús Lázaro Owono Ngua Akeng	131
Mohammed Al Qahtani	119
Diego Bravo	118
José Ataupillco	134
Alejandro Blanco Olmedo	132
Harrison Sohna	117
Juan Romagnoli	140
Martin Moormann	127
Luiz Skraback	133
Emrecan Uzun	126
Walter Bwalya	133
Ruben van Kouwen	122
Oliver Ross	130
Raul Șteau	118
Luis Carlos Rodríguez	136
Jesper Dickman	119
Emmanuel Ogura	127
Chris Conn-Clarke	116
Leo Bech Hermansen	122
Ruslan Litvinov	144
Dalton Wilkins	123
David Strelec	136
Antonio Perošević	124
Ygor de Oliveira	123
Oliver Denham	128
Kader Keïta	132
Mohamed Amoura	140
Emilio Martínez	132
Kota Takai	126
Sebastián González	139
Tizian Hümmer	118
Mohamed Belhadj Mahmoud	130
Mijaíl Avilés	138
Juan Godoy	136
Emmanuel Boateng	131
Fabio Ferraro	122
Denilson Valda	137
Martín Chiatti	137
Yesit Martínez	139
Alberto Herrera	121
Joel Bejarano	131
Alejandro Medina	127
Henry Hore	116
Jez Lofthouse	121
Gastón Viera	138
Manuel García	129
Arnau Ortiz Sánchez	133
Jack Scott	127
Diego Armando Roca	130
Issiar Dramé	125
Ole Enersen	125
Viktor Dryselius	120
Montader Madjed	133
Harry Palmer	107
Juan Pablo Gallego	132
Conor Walsh	129
Jhonder Gómez	135
Ángel Urdaneta	128
Albert Zambrano	137
Vicente Rodríguez	130
Yannis Lembezat	122
Charly Keita	123
Sam Tinubu	125
Tanguy Zoukrou	136
Derek Mazou-Sacko	134
Sivasakthi Narayanan	119
Magnus Nielsen	120
David Mateo Mejía	134
Juan Lozano	126
Lenín Ayoví	131
Nicolás Siri	136
Maicol Vidal	126
Guillermo Duhalde	128
Andry Vera	135
James Norris	137
Jordan Ponguillo	134
Flavio Alcedo	129
Leonardo Díaz	136
Gilmar Paredes	128
Stéfano Ardaya	130
Cristhian Abastoflor	139
George Cowmeadow	114
Ricky Aguiar	121
José Alfredo Flores	131
Christian Flores	129
Luis Carlos Chávez	132
Yamir Ruidíaz	128
Carlos Augusto Rojas	138
Brynjar Johnsplass	126
Ethan Mitchell	124
Augusto Máx	130
Daniel Chesters	126
Jahnoah Markelo	130
Vladislav Yakovlev	138
Luis Miguel Marquines	133
Alek Álvarez	130
Juan Pablo Cisternas	121
Wilinton Aponza	141
Elikia Mbinga	131
Sang Hun Chu	109
Muhammed Nemil	121
Jakob Andersson	121
Norman Bassette	133
Alfie Pond	114
Jack Veale	109
Garis Mina	136
Andrés Alexis Castillo	132
Jonatas Santos	130
Matías Cabrera	121
Keisuke Fukaya	116
Tommy Jackson	113
Guillermo Larios	130
Fernando José Marques Maciel	137
Iman Basafa	124
Çekdar Orhan	129
Göktan Cörüt	116
Michael Weier	114
Eldin Dzogovic	129
Sebastián Yanez	125
Juan David Carabalí	136
Owen van der Vlag	124
Arnaud Tattevin	127
Saqer Al Enazi	111
Dawid Rezaeian	124
Jestin George	115
Gurkirat Singh	109
Javier Uzeda	136
Eryk Matus	119
Alisson Pelegrini Safira	137
Tiago Manuel Maio Matos	135
Luvannor de Sousa Silva	138
Marvin Çuni	132
Witan Sulaeman	113
David Toševski	124
Łukasz Szramowski	121
Matt Boylan	108
Joel Jiménez Portero	136
Dylan Tait	129
Sonny Cox	131
Shogo Terasaka	125
Simone Canestrelli	135
Abdulrahman Taiwo	130
Dániel Prosser	122
Oğulcan Ülgün	127
Hira Mondal	117
Konstantinos Mintikkis	120
Bernado Peixoto Couto	133
Joel Torrance	121
Huidrom Singh	114
Roland Idowu	117
Ilyes Hamache	129
Maxime Soulas	130
Justin Smith	133
Facundo Altamira	129
Enzo Philibert	131
James Abankwah	136
Adam Murphy	117
Axel Camblan	134
Ross Fay	112
Adam Wikman	125
Emil Özkan	120
Tim Olsson	124
Jhonatan Riascos	133
Jair Micolta	126
Fabián Guerrero Iturri	129
Juan Jose Tello	132
Juan David González	130
Songpu Singsit	114
Ahu Obhakhan	110
Pablo Galindo	126
Jose Eduardo Chambi	129
Pablo Vaca	135
Johan Hiniestroza	131
David Agudelo	125
Lucas Chávez	133
Miguel Angel Villarroel	129
Mauricio Álvarez	131
Savvas Siatravanis	122
Emanuel Lalchhanchhuaha	107
Diego Bustos	128
Juan José Rubiano	128
Leonardo Mosquera	131
José Riasco	141
Maicol Gil	135
Kevin Mantilla	131
Daniel Durán	128
Briant D'Altoe	131
Matías Fredes	130
Tom Fellows	134
Claudio Torres	128
Mateo Maccari	135
Kieran Lloyd	124
Meiko Sponsel	137
Cássio Gabriel Vilela Ferreira	126
Pedro Ruiz Delgado	138
Pape-Alioune Ndiaye	129
Jake Davis	115
Karim Zedadka	131
Facundo Moreira	130
Taddeus Nkeng	126
Felix Hache	129
Paul Nowack	131
Franco Schädlich	129
Bamo Meïté	131
Flavio Bianchi	135
Laurens Serpe	129
Jacques Dago	131
Lautaro Marco Spatz	139
Axel Guessand	132
Hayden Lindley	128
Mutlaq Al Hurayji	116
Charlie Setford	136
Dominic Eberechukwu Uzoukwu	121
Guillermo Bernabéu Nortes	131
Ivan Filipović	136
Juan Boselli	145
Glody Likonza	131
Christian Gómez Vela	144
Nelson Palacio	134
Lucas Halangk	133
Amadou Mbengue	138
Leon Damer	136
Guillermo Bueno López	125
Philipp Strompf	131
Amadou Camara	120
Jephte Tanga	122
Tomáš Zajíc	134
Chencho Gyeltshen	126
Abraham Marcus	136
Edoardo Vergani	136
Ringo Meerveld	139
Simen Henriksen	120
Daniel Gomes	109
César Yanis	135
Abdullah Matuq	127
Rodrigo Ribeiro Valente	133
Petar Zovko	131
Bartłomiej Ciepiela	127
Rayan Al Qahtani	122
Aron van Lare	140
Alex Nascimento	145
Mohammed Marzouq	118
Henrik Skogvold	126
Jack Robinson	129
Duvan Mina	139
Mehdi Boukamir	129
Killian Lokembo	124
Aneurin Livermore	125
Kacper Danielewicz	119
Burak Bekaroğlu	130
Rayyan Baniya	122
Yusuf Karagöz	127
Yusuf Özdemir	120
Buluthan Bulut	126
André Miguel Lapa Ricardo	136
Sean Kerrigan	108
Habib Diarra	131
Mathias Løvik	127
Niklas Ødegård	128
Kristoffer Harrison	119
Vetle Walle Egeli	116
Eivind Helgeland	119
Charlie Williams	121
Jake Balme	115
André Filipe Rio Liberal	138
Ntsako Makhubela	128
Juan Cruz Esquivel	135
Till Schumacher	134
Bruno Gutiérrez	137
Alex Aguilar	132
Oday Dabbagh	137
Mathys Saban	138
José Manuel López Sánchez	131
Vegard Solheim	119
Christos Zafeiris	134
Ilyes Najim	130
Salem Al Toiawy	118
Deji Elerewe	124
Khalil Al Absi	109
Fahad Al Suyayfi	108
Gianluca Schäfer	126
Jan Schröder	129
Darko Lemajić	128
Fernando Medrano Gastañaga	137
Soufiane Rahimi	151
Finley Craske	121
Mason Hancock	131
Baltasar Barcia	132
Olivier Sukiennicki	122
Jordon Hall	117
Emil Kischka	121
Daniele Iacoponi	133
PC Laldinpuia	114
Anthony Cutti	125
Julian Gaines	121
Kacper Lopata	129
Santiago Visentin	119
Costin Ciucureanu	121
Mikaël Cantave	121
Joseph Rosales	130
Diego Moreno Garbayo	141
Iker Benito Sánchez	138
Pablo Ibáñez Lumbreras	130
Pablo Valencia García	133
Jonas Oehmichen	126
Luis Federico López Andúgar	139
José Ángel Carmona Navarro	132
Daniel Skare	119
Željko Gavrić	144
Rubén Castellanos	126
Arnau Fàbrega Mañas	127
Gorka San Nicolás Gil	128
Kevin Manzano Cortés	128
Óscar González Granado	129
Rashed Al Muwainea	106
Gustaf Lagerbielke	121
Nathan Moriah-Welsh	117
Ben Greenwood	126
Jens Castrop	134
Javier Martón Ansó	137
Femi Seriki	132
Marco Rus	129
Rayan Hamed	122
Abdulaziz Atif	120
Muhammed Gümüşkaya	144
Sem Westerveld	134
Turan Tuzlacik	120
Gil-Linnart Walther	128
Falko Michel	132
Lautaro Ovando	134
Youri Baas	137
Fabian Rüth	130
Noah König	134
Leo Watson	125
Jack Wilkie	122
Myung Sun Kim	108
Julio Luques	134
Diego García Campos	133
Óscar Ureña García	143
Antonio Moyano Carrasquilla	135
Abdulkareem Al Sultan	119
Jafar Bynoe	132
Gaultiér Overman	127
Diego López Noguerol	138
Nigel van Haveren	128
Kaito Mizuta	127
Timothé Rupil	134
Ben Bobzien	134
Toshio Lake	132
Yannick Adjoumani	124
Idan Golan	116
Jason Sraha	119
Isak Kjelsrud Vik	125
Saeed Ahmed	124
Karl Serrano Torstensson	117
Philip Tear	127
Redwan Bourlès	135
Nathan Foster	110
Brandon McMorrow	112
Louis Zabala	118
Alex Badolato	124
Alessandro Lopane	119
Ethan Cox	118
Nathanaël Saintini	120
Alexandar Popovic	115
Gabriel Kirejczyk	118
Esat Mala	135
Jakub Nowakowski	119
Kunal Kundaikar	107
David Vraciu	134
Bailey Akehurst	122
Kamil Duszkiewicz	121
Kandet Diawara	116
Szymon Soiński	118
Gustav Broman	118
Nicolas Mercier	128
Ivan Repyakh	119
Samir Maarouf	127
Spencer Moreland	120
Knut-André Skjærstein	127
Jandir Breno Souza Silva	134
Michalis Spiridakis	124
Daniel Nkrumah	118
Hugo Sotelo Gómez	133
Alejandro Rodríguez Lorite	130
Luca Everink	133
José Antonio Miranda Boacho	127
Álvaro Bravo Jiménez	133
Will Goodwin	129
Josep Gayà Martínez	140
Tobias Haahr Jakobsen	121
Devin Remie	126
Matthew Cahill	110
Marcel Oakley	131
Bernardo Vilar	124
Anton Ingves	116
Gustavo Peralta	123
Marcos Corral Tapia	132
Rareş Gabriel Flueraş	133
César Valero Álvarez	132
Javier Martínez Garzón	128
Manuel Martos Rodríguez	128
Cameron Wilson	123
Iván Serrano García	136
Hakon Valdimarsson	128
Aljoša Matko	136
Shuta Kikuchi	120
Owen Gene	136
Matthieu Rongier	124
Marc Leonard	127
Aaron Doran	111
Colin Conroy	111
Gavin O'Brien	126
Nicolás Palavecino	138
Patricio Damián Pérez	129
Cristian Geist	128
Antony Alves Santos	139
Lukas Schlosser	123
Fin Back	131
Slavko Damjanović	130
Sergey Babkin	133
Lucas Esteves Souza	129
Maksim Petrov	133
Artur Chyornyi	128
Timur Kasimov	135
Daniil Khudyakov	135
Jakub Szymański	124
Oludare Olufunwa	124
Nico Defreitas-Hansen	121
Francis Momoh	126
Robin Kalem	128
Kellian van der Kaap	124
James Melhado	117
Luís Fellipe Rodrigues Mota	132
Nawaf Al Rashoudi	118
Eli Adams	119
Mohamed Berte	126
Noah Rupp	127
Bilal Brahimi	130
Ellis Taylor	120
Filip Ambrož	119
Daniel Crisostomo	121
Albin Sporrong	125
Talal Al Showaiqi	120
Allan Rodriguez	120
Furkan Bayır	126
Lucas Gabriel Monzón Lemos	127
Michael DeShields	119
Michał Surzyn	123
Francisco Puertas Trujillano	127
Torje Naustdal	127
Wajdi Kechrida	133
Yahav Gurfinkel	121
Joel Mvuka	137
Fahad Al Obaid	118
Charles Mutawe	107
Binhan Hu	107
Blake Archbold	111
Izzy Kaba	123
Yi Wang	110
Matías Rosales	129
Admilson Jorge Soares Có	123
Noé Sow	127
Turki Khamis	119
Lewis Dobbin	135
Rhys Shirley	122
Donell Gordon	116
Valdemar Sadrifar	119
Mathias Voss	118
Leandro Pratelli	122
Ederson Cabezas	131
Santiago Tamayo	133
Bryan Nokoue	138
Jahmari Clarke	135
Matías Molina	118
Xiangyu Chen	110
Noah Botić	125
Seung Wook Park	116
Jamal Dupree	103
Claudiu Negoescu	126
Alex Paulsen	143
Mete Sevinç	128
Florian Hoxha	126
Dawid Tkacz	119
Ilyes Ziani	126
Tyler Goodrham	128
Marcos Valor	129
Abdulrahman Al Sanbi	118
Marcos Olguín López	128
Víctor Sanchís García	131
Phil Sieben	120
Junya Nodake	116
Eren Karataş	128
Maximilian Kinzig	122
Xintao Song	106
Magnus Sjøeng	121
Alieu Fadera	134
Saad Al Mousa	122
Gabriel Lemoine	128
Deepak Devrani	114
Jonas Urbig	130
Tyla Dickinson	126
Max Ram	121
Manuel Osifo	132
Amir Sâyoud	144
Khalid Eid Al Mahous	123
Filipe Bem Relvas V. Oliveira	142
Rhys Bozinovski	120
Omar Al Aida	119
Ed Turns	133
Bader Al Enazi	121
Samy Baghdadi	128
Kelvin Patrick Joia Rodrigues	125
Zac Ashworth	127
Ted Cann	118
Max Bardell	121
Osazee Aghatise	125
Harrison Soloman	123
Mykola Kukharevych	132
Massamba Ndiaye	128
Mohamed Koné	124
Serge Arnaud Aka	127
Yuri Antonio Costa da Silva	123
Ryan Stratulis	112
Danny Cashman	131
Tristan Hammond	136
Nikhil Raj	111
Luke Jenkins	126
Karel Campos	132
David Ayala	130
Isaac Ogundere	118
Kwaku Frimpong	126
Dylan Adjei-Hersey	126
Hiroto Yamami	125
Yuichi Hirano	133
Prestige Mboungou	144
Amin Farouk	127
Anderson Cordeiro Costa	133
Nasiru Moro	131
David Domgjoni	125
Lewis Macari	120
Kreshnik Hajrizi	126
Attilio Morosoli	126
David Jacovic	114
Christian Witzig	114
Patrick Sutter	112
Kota Kudo	127
Alessio Besio	131
Kyrian Nwoko	122
Robert Pessel	129
Michał Orzechowski	123
Rodrigo Márquez	141
D'Margio Wright-Phillips	133
Tibo Persyn	146
George Ratcliffe	134
Szymon Weirauch	126
Paweł Koncewicz-Żyłka	125
Othman Al Othman	121
Louis Hall	122
Lucas Tol	129
Adrián Garza	128
Dylan Barkers	126
Yousef Salech	124
Jakub Sangowski	124
Kacper Sezonienko	134
Albert Żerkowski	121
Markus Ponath	124
Nicholas Pennington	131
Leonardo Alves Chú	141
Ricardo Viana Filho	140
Xiao Zhang	104
Michael Stickland	123
Robin Roefs	126
Souleymane Cissé	122
Joe Tomlinson	130
Aaron Powell	122
Tymur Puzankov	129
Deivoon Magaña	130
Gökhan Sazdağı	128
Milan Robberechts	130
Josh Woods	114
Musab Al Juwair	123
Alessandro Burlamaqui	143
Alejandro Organista	132
Leandro Zbinden	122
Robin Denuit	120
Bassim Boukteb	120
Elias Spago	123
Noah Serwy	126
Zakaria Silini	125
Giacomo D'Asaro	121
Jesús Gilberto Orozco	126
Brad Kelly	119
Martin Høyland	129
Will Jarvis	121
Philip Fahrner	123
Illian Hernández	132
Işık Kaan Arslan	122
Or Dasa	137
Denis Oncescu	122
Mario Pavel	120
Roberto Diniță	116
Rafael Vicente Ferreira Santos	131
Mateus Santos Barbosa	127
Jorge Miguel Lopes Xavier	130
Giorgio Altare	133
Jake Leake	121
Tim Oberdorf	131
Harry Wood	127
Anel Husic	132
Miguel Ângelo Ferreira Magalhães	139
Dion De Neve	135
Þórir Jóhann Helgason	120
Brynjar Ingi Bjarnason	140
Diego Urtiaga	113
José Vitor dos Santos	133
Salvador González	127
Vladimir Moragrega	130
Juan Velásquez	119
José Ángel López	125
Ronaldo González	118
Alex Cruz	121
Adrian Dziedzic	129
Bernardo Maria Cardoso Vital	142
Luciano Vega	134
Elias Achouri	136
Migouel Alfarela	133
Arquimides Ordoñez	130
Ko Yanagisawa	129
Till Streller	120
Danish Farooq	111
Caleb Taylor	127
Lucas Naranjo	133
Ramon Gașpar	121
Agustín Lastra	130
Rodrigo Montes	136
Jørgen Sveinhaug	124
Uche Sabastine	126
Samuel Adeniran	118
Thaciano Mickael da Silva	138
Matteo Chiacig	123
Raimon Marchán Vidal	124
Rodrigo Huescas	132
Melvin Mastil	111
Tetteh-Quaye Addy	129
Ed McJannet	128
Eduardo Martínez Escobedo	130
Papu Diocabre Mendes	121
Federico Paradela	137
Yaliston Martínez	132
Jhon Ortiz	129
Pedro Bravo	129
Dan Gallimore	120
Alberto Rodríguez Martín	129
Filip Kramarz	125
Bidyashagar Singh	119
Hernán Muñoz	122
Sef Van Damme	136
Guillermo Gajardo	122
Walter Martínez Tauda	127
Valentín Demateis	122
Bastián Pino	126
Ajak Deu	111
Thabani Dube	129
Mich'el Parker	124
Dalberson Ferreira do Amaral	129
Václav Míka	128
Edgaras Utkus	145
Remi Savage	134
Nemanja Belakovic	132
Rodrigo Guth	139
Justus Henke	123
Adam Porter	111
Houssam Eddine Ghacha	137
Saulo Rodrigues da Silva	130
Haoran Wang	110
Mikołaj Rakowski	116
Mateusz Grudziński	126
Ghjuvanni Quilichini	122
Fromsa Mateo Lillo Catalá	128
Noah Nadje	136
Clemens Riedel	131
Scott Butler	122
Jakub Karbownik	126
Felix Stumpe	127
Julian Rufidis	124
Onur Ergün	136
Sadık Baş	118
Burak Öksüz	133
Olivier Boissy	125
Ernest Terpiłowski	135
José Manuel Vivancos García	137
Bleron Krasniqi	127
August Ahlin	122
Pierre Zaidan	124
Léon Delpech	133
Ronaldo Dinolis	131
Bilal Nadir	134
Oscar Chávez	131
Jonas Sonnenberg	119
Erik Daniel	132
Maxime Nonnenmacher	125
Farès Mehenni	128
Axel Francke	126
Silman El Baset	124
Arian Llugiqi	125
Maximilian Neuberger	127
Bünyamin Balat	122
Vic Chambaere	131
İzzet Çelik	130
Harry Beadle	123
Hugo Silva Oliveira	133
Aske Sampers	132
Wolf Ackx	127
Zinedine Labyad	120
Carlos Rodas	126
Yannis M'Bemba	131
Noah Bischof	134
Amir Abdijanovic	123
Noah Bitsche	124
Lukas Parger	121
Gor Manvelyan	137
Gloire Amanda	128
Francisco Galván	129
Turgay Gemicibaşi	136
Ryan Glover	122
Hubert Griesebner	125
Esad Bejic	126
Mamadou Camara	130
Ryotaro Tsunoda	126
Albin Demouchy	121
Martin Krienzer	124
Jules Gaudin	128
Yassine Kechta	126
Mohamed Kaba	132
Mitchell Wassenne	124
Franco Torres	129
Facundo Russo	131
Ivan Čalušić	128
Lumbardh Dellova	135
Luka Škaričić	138
Eddy Jones	125
Diogo Marques Izata Pereira	125
Jiro Nakamura	130
Andrei Mitran	121
Yan Shi	119
Ryan Adigo	128
Dor Peretz	134
Valentin Dumitrache	130
Milan Makarić	137
Jeferson Silva dos Santos	132
Vitor Eudes de Souza Costa	137
Isa Sakamoto	127
Luke Stowe	116
Laureano Martinez	133
Momchil Tsvetanov	116
Franco Agustín Romero	134
Bautista Kociubinski	139
Ezequiel Naya	132
Bruno Leyes	140
Nahuel Franco	135
Kevin Custovic	125
Bassekou Diabaté	120
Mateo Ortiz	132
Konrad Matuszewski	129
Patryk Prange	115
Franco Coman	131
Haruki Yoshida	120
Taisei Ishii	123
Nicola Pérez	134
Niklas Heeger	121
Jonathan Turra	128
Jovany Campusano	130
Federico Mateos	144
José Caldera	134
Exneyder Guerrero	137
Matthis Riou	130
Phil Zimmermann	124
Alexandru Despa	121
Kléri Serber	131
Benjamin Hemcke	124
Alin Demici	120
Eric Uhlmann	131
Julius Pfennig	132
Robin Friedrich	140
Ben Hompesch	126
Ilhan Altuntas	125
Seok-ju Hong	130
Håkon Gangstad	128
Mads Frederiksen	115
Gustavo Abizanda Mallada	132
Mario Contra	115
José Val Rincón	130
Tommy Leigh	128
Jamie Searle	115
Ben Margetson	117
Harry Jones	120
Ali Al-Hamadi	128
Leonardo Ivkic	135
Thomas Kofler	128
Florian Weiler	126
Stjepan Lončar	145
Zyen Jones	124
Joe Kizzi	122
Kylian Kouassi	112
Paris Polykarpou	132
Metehan Mimaroğlu	136
Eryk Galara	119
Wiktor Kłos	121
Pablo Tomeo Félez	132
Juan Affonso	111
José Manuel Arias Copete	144
Alan Minda	138
Paolo Sciortino	135
Manuel Nazaretian	113
Lincoln McFayden	120
Théo De Percin	123
Mohammed Al Aqel	120
Elias Mago	122
Camil Mmaee	128
Pedro Miguel Carmo Vieira	131
Jamie Mullins	121
Jeremie Milambo	116
Danilo Gómez	130
Paul Joly	119
Lucas Varaldo	134
Kylian Silvestre	121
Mohamed Ben Fredj	128
Quentin Galvez-Diarra	128
Malcolm Viltard	123
Adrien Delphis	121
Samy Faraj	125
Vinicius Santos	113
Guillermo Pereira	120
Joakim Kada	122
Facundo Mansilla	139
Nikolas Dimitriou	124
Quevin Moises Cachicote Castro	134
Andrey Savin	126
Kacper Tabiś	129
Andrzej Trubeha	127
Ilias Bronkhorst	133
Antoni Mikułko	125
Cillian Heaney	113
Kryspin Szcześniak	128
Anas Traoré	115
Sultan Al Harbi	118
Ibrahim Al Harbi	115
Yoann Cathline	131
Erhan Yilmaz	123
Philipp Schulze	135
Marcel Beifus	138
Kobe Hernández-Foster	136
Bryang Kayo	136
Hassan Al Mohammed	119
Cristian Gavra	118
Ondřej Pachlopník	139
Jordi Bongard	142
Modou N'Diaye	142
Marián Tvrdoň	137
Josef Koželuh	136
Michal Hlavatý	133
Denys Antyukh	127
Maxim Nenakhov	136
Alexandr Silyanov	143
Kirill Zinovich	133
Finlay Pollock	135
Adrián Victores García	124
Hans Høllsberg	128
Michał Król	122
Andrei Dragu	127
Nils Piwernetz	131
Aiden Marsh	125
Anssi Suhonen	133
Ander Zoilo Cerdeira	130
Paul Mensah	121
David Dutu	113
Lasse Schulz	127
Mateusz Łęgowski	135
Dominik Stumberger	126
Alexander Ranacher	128
Hugo Anglada Gutiérrez	135
McCauley Snelgrove	121
Roberto Barba Castillo	131
Olly Green	119
Tom Nixon	122
Walim Lgharbi	136
Josh Chapman	116
Giorgi Kokhreidze	134
Plamedi Buni Jorge	121
Hatim Far	124
Théo Loridan	124
Sultan Al Manthari	120
Constantin Șerban	125
Harvey Wiles-Richards	116
Robert Curescu	122
Ben Klefisch	132
Gonzalo Miceli	129
Yacouba Nasser Djiga	130
Koki Hinokio	130
Ahmed Al Jowayed	116
Basil Al Sayali	122
Jacob Montes	121
Kouame Autonne	140
Sultan Al Shamsi	131
Sion Spence	122
Charlie O'Connell	122
Phathutshedzo Nange	130
Njabulo Ngcobo	132
Markel Lozano Llona	132
Oier Luengo Redondo	136
Tai Baribo	140
Tudor Telcean	128
Ziyad Al Johani	121
João Miguel Ferreira Santos	129
Claudiu Moisie	122
Theodor Butoiu	115
Herman Sjögrell	125
Thierno Issiaga Barry Arévalo	136
Patrick Monteiro	131
Vinko Međimorec	134
Elliott Nevitt	125
Uranik Seferi	123
Jerome Greaves	120
Petar Bojić	132
Martin Bergum	119
Tayfun Aydoğan	122
Matías Mansilla	130
Barış Alper Yılmaz	138
Miguel Muñoz Fernández	121
Michael Ameyaw	127
Alberto Toril Domingo	130
Baba Adeeko	118
Tom Costello	122
Harry McGee	120
Sam Tickle	120
Lihao Ren	113
Ángel López Ramón	138
Panagiotis Tzimas	138
Nawaf Al Areefi	120
Ronan Pluijmen	130
Roberto Cornago Lázaro	125
Vincy Barretto	117
Milutin Osmajić	148
Régis Tosatti Giacomin	126
Luiz Felipe Silva Nunes	138
João Pedro Teixeira Silva	135
Ben Williamson	135
Yazid Heimur	121
Daniel Aguirre	117
Michał Goliński	127
Przemysław Banaszak	128
Kacper Lepczyński	122
Bartłomiej Kłudka	123
Tomasz Pieńko	123
Max Hutchison	110
Goodman Mosele	137
Laurent Jacques Mendy	124
Oliver Strunz	132
Reinaldo Batista Caetano	124
Valdir Henrique Barbosa da Silva	126
Philipp Pomer	132
Julian Turi	125
Aaron Cosgrave	122
Zaki Oualah	118
Ivan Ćubelić	140
Lalkhawpuimawia Lalkhawpuimawia	100
Emir Sahiti	145
Tomás Romano dos Santos Händel	149
Zack Farnsworth	131
Konrad Faber	134
Franz Roggow	129
Theo Gunnar Martens	125
Gianni De Nitti	120
Filipe Couto Cardoso	137
Neal Gibs	126
Junior Mansoni	129
Tobias Dombrowa	129
Joe Klöpper	117
Morgan Faßbender	136
Beyhan Ametov	130
Moritz Hinnenkamp	121
Jonas Fedl	131
Gary Moya	122
Cristián Díaz	118
Maksymilian Boruc	121
Paul Schermer	127
Stefan Skrbo	127
Markus Wallner	129
Denis Tomic	126
Kian Leavy	124
Mees de Wit	142
Kelvin Ehibhatiomhan	125
Claudio Osorio	126
Justin Salmon	123
Marvin Senaya	134
Marvin Elimbi	137
Lasse Rieß	134
Facundo Agüero	127
Ryan MacLeman	120
Marvin Martins	129
Can Keles	134
Bartłomiej Kukułowicz	126
Leonhard Münst	137
David Skubl	121
Ahmed Al Geaidy	111
Antonio Ceza	111
Erwan Belhadji	124
Sean McGurk	141
Jordan Meyer	134
Filip Antovski	130
Abdullah Hawsawi	121
Sergio Díaz Sorroche	132
Tomoki Kondo	120
Unai Rementería Castro	133
Stelios Andreou	144
Apostolos Konstantopoulos	136
Abraham Okyere	126
Leon Kreković	132
Jong-min Seo	133
Danny Coogan	122
Marcos A. Rodrigues Silva	139
Haymenn Bah-Traoré	126
Sulaiman Al Saeed	118
Nicolas Wimmer	134
Nikola Vasilj	144
Pasqual Verkamp	126
Shinji Yamada	120
Yannik Jaeschke	124
Casper Gedsted	126
Linus Meyer	124
Andrés Sánchez	116
Raúl Castillo	117
Sebastián Medellín	119
Archie Brown	128
Adelio Zárate	128
Nemanja Tekijaški	131
Connor Teale	112
